1-WT-0h-A431	1-WT-0h-A431-HSA	1-WT-24h-A431	1-WT-24h-A431-HSA	1-WT-3h-A431	1-WT-3h-A431-HSA	2-WT-0h-A431	2-WT-0h-A431-HSA	2-WT-24h-A431	2-WT-24h-A431-HSA	2-WT-3h-A431	2-WT-3h-A431-HSA	3-WT-0h-A431	3-WT-0h-A431-HSA	3-WT-24h-A431	3-WT-24h-A431-HSA	3-WT-3h-A431	3-WT-3h-A431-HSA
C3_06510C_A	9	13	4	4	11	8	6	13	5	13	7	7	19	17	10	5	5	6
C3_06520C_A	188	570	476	421	143	201	334	395	369	452	157	302	301	331	327	555	225	199
C3_06530W_A	165	568	350	245	184	264	334	334	273	351	234	352	268	258	312	316	259	266
C3_06540C_A	249	504	388	430	101	192	251	515	364	369	106	216	350	393	283	444	92	167
C3_06550C_A	260	293	714	498	135	103	310	448	482	651	91	179	313	288	852	703	135	130
C3_06560W_A	749	1481	1837	3987	487	348	1306	1313	1452	4461	398	617	1023	890	2150	4584	530	332
C3_06570C_A	786	1054	657	334	640	805	1073	991	604	395	1024	945	802	730	569	399	691	799
C3_06580W_A	52	59	6	2	1	0	59	108	2	6	0	0	58	41	3	2	2	1
C3_06590W_A	19877	30437	1225	572	2165	2212	22298	35878	1003	903	2813	2832	19123	22245	1011	865	2498	2444
C3_06600C_A	247	403	257	268	133	154	299	650	202	291	105	221	384	367	187	273	166	152
C3_06610W_A	726	1282	539	647	186	168	870	1173	462	653	167	310	677	681	358	593	212	180
C3_06620W_A	568	1509	1014	2440	174	178	894	1247	698	3346	131	264	896	1183	1218	2962	231	250
C3_06630W_A	483	1198	339	151	157	150	809	766	235	171	119	149	378	479	219	123	156	115
C3_06640W_A	285	850	247	83	97	77	627	388	160	97	91	108	222	286	141	98	124	92
C3_06650C_A	846	1541	811	743	453	513	1255	1160	679	743	372	666	823	922	569	741	423	523
C3_06660C_A	0	3	76	42	12	4	1	3	43	59	29	7	3	1	81	56	37	2
C3_06670C_A	995	545	172	50	235	120	1086	881	93	110	196	288	519	204	157	94	315	172
C3_06680C_A	342	204	418	291	139	82	325	368	345	234	117	170	288	199	258	267	150	91
C3_06690C_A	593	513	381	269	308	232	586	621	345	251	275	328	611	476	346	344	271	246
C3_06700C_A	5941	18428	4070	6482	4295	2777	12027	10060	3240	9070	3698	7627	5486	5194	4226	9481	6484	4845
C3_06710W_A	1132	2139	696	650	963	452	2150	1803	469	969	620	843	1494	1206	799	570	1314	636
C3_06720W_A	588	2401	1362	2065	499	951	1130	1509	1206	2852	366	1071	1453	1403	1353	2696	584	747
C3_06730W_A	189	170	450	204	105	88	184	257	323	290	91	98	268	223	367	285	94	73
C3_06740W_A	967	2031	1295	2385	522	609	1416	1781	1263	2714	470	685	1275	1354	1256	2502	479	522
C3_06750W_A	6333	4998	1357	991	1770	2204	5931	7816	1502	1032	2253	2810	5840	4083	1232	1198	1522	2072
C3_06760W_A	497	2633	607	832	409	1073	1062	1521	716	1240	545	1022	1076	902	579	1615	397	961
C3_06770W_A	210	467	303	301	90	164	318	304	260	313	70	136	256	292	255	325	90	116
C3_06780C_A	282	574	320	244	105	162	383	393	222	338	99	175	343	323	305	296	117	146
C3_06790W_A	31	473	527	547	113	134	279	126	471	531	210	191	214	86	444	1039	211	188
C3_06800C_A	608	998	560	545	294	380	770	1099	495	645	262	455	761	781	427	652	244	365
C3_06810W_A	478	862	474	255	216	197	778	567	324	294	142	273	469	405	405	237	242	187
C3_06820C_A	1005	1617	955	1552	447	443	1440	1766	661	1691	319	620	1384	1380	677	1851	522	466
C3_06830C_A	1812	4512	672	756	680	1228	2553	3097	484	1175	562	1414	2559	2705	632	853	732	1216
C3_06850W_A	378	4547	373	1065	24	121	724	4484	287	1075	17	172	639	2637	372	569	30	172
C3_06860C_A	328	376	516	257	256	119	185	980	424	267	269	424	925	1479	388	258	364	316
C3_06870W_A	161372	339181	65040	21721	131492	172901	241312	250871	50668	39228	117261	246741	253920	322167	57478	35900	151193	203697
C3_06880W_A	172	163	76	13	66	40	195	152	57	26	64	65	75	35	46	41	74	36
C3_06890W_A	21694	16252	3321	1642	4234	4335	20391	23034	2836	1935	4744	6127	16060	9593	2492	2259	4177	4287
C3_06900W_A	153	293	328	824	93	166	216	340	324	876	115	219	229	252	368	1001	114	169
C3_06910C_A	2589	4043	1628	1245	981	995	3681	4004	1260	1657	843	1461	3145	2833	1534	1471	1182	1118
C3_06920W_A	1269	1230	310	184	509	490	1263	1920	272	207	609	807	1190	1060	267	227	604	663
C3_06940W_A	763	1053	5290	4412	662	774	572	1605	3869	5425	554	1097	2051	1969	5060	4677	730	818
C3_06950W_A	91	208	280	805	141	85	177	152	193	1086	144	114	246	189	359	881	185	86
C3_06970W_A	1417	2116	792	1375	447	720	1704	2091	746	1606	400	846	1505	1453	743	1579	453	683
C3_06980W_A	844	978	443	324	263	381	984	812	342	435	222	427	810	507	395	355	240	297
C3_06990W_A	238	275	254	230	110	105	301	310	186	242	117	166	267	247	241	220	140	119
C3_07000W_A	1722	2838	1065	948	648	781	2314	2965	864	1120	532	1051	2049	1868	889	918	684	777
C3_07010W_A	546	389	413	206	246	158	601	908	284	293	197	312	782	637	387	215	269	264
C3_07020W_A	4574	7565	2062	4026	1103	1268	7592	5800	1338	5441	526	1311	6365	5398	2377	3367	1296	1029
C3_07030C_A	236	261	453	537	119	179	204	526	319	712	83	189	392	395	354	515	142	136
C3_07040C_A	476	556	345	177	250	218	509	754	328	176	239	308	739	753	257	190	231	322
C3_07050W_A	321	502	261	322	134	242	366	831	298	231	154	258	424	463	181	299	148	307
C3_07060W_A	1772	3049	1719	3098	118	1173	1500	4256	2068	2690	262	798	2457	3341	1372	2558	94	1182
C3_07070C_A	444	62	535	573	167	13	477	155	337	918	151	16	766	38	695	744	349	17
C3_07080W_A	375	436	549	571	147	84	523	401	376	956	86	143	623	260	740	648	166	89
C3_07090W_A	3740	3630	3820	5432	1250	794	4147	5184	3217	6604	1204	1266	4823	3410	4433	5741	1415	932
C3_07100C_A	216	257	307	172	57	58	238	430	204	355	21	61	355	375	365	175	48	56
C3_07110W_A	246	846	566	502	150	251	681	254	341	715	108	302	142	257	437	500	229	168
C3_07120W_A	184	65	132	88	90	54	145	193	109	99	107	69	334	224	99	101	121	52
C3_07130W_A	2070	2748	1371	1315	791	1423	2257	3012	1447	1646	1123	1609	2294	1972	1500	1522	831	1340
C3_07140C_A	317	794	518	347	178	252	633	407	406	362	125	259	341	373	355	402	133	186
C3_07150C_A	18362	41680	3491	5699	5087	9802	25725	40709	3377	6894	5912	11541	28826	31066	3269	6880	5599	10465
C3_07160W_A	208	429	222	98	125	177	350	287	185	215	113	127	535	475	145	166	138	126
C3_07170C_A	2531	2658	2742	3669	571	677	2639	3597	1974	5009	454	827	3050	2689	2977	3650	613	652
C3_07180C_A	742	511	1424	799	741	487	1427	314	848	1205	413	613	1669	342	1510	1074	931	452
C3_07200C_A	346	266	1104	1255	256	130	469	230	851	1564	188	199	551	285	939	1611	256	102
C3_07210W_A	632	772	383	297	184	191	746	872	296	390	170	293	649	578	369	362	195	248
C3_07220C_A	3228	4728	1071	911	799	1349	3893	5822	853	1070	727	1447	2700	2775	951	954	778	1131
C3_07230W_A	2725	3870	1292	619	823	728	3689	3646	926	807	689	1004	2562	2075	1008	732	997	741
C3_07240W_A	18	26	23	16	16	12	20	24	19	25	17	16	36	29	22	18	15	6
C3_07250W_A	1486	4123	1393	2099	866	1284	2389	2879	1184	2822	921	1667	2195	2350	1244	2622	951	1435
C3_07260C_A	2141	2074	790	404	727	763	2391	3056	515	743	605	983	2783	2326	1001	459	1179	774
C3_07270C_A	18070	26084	27134	52393	13442	14943	32485	17556	27043	65159	14832	20892	21830	12861	32747	87285	12584	15172
C3_07280C_A	159	1134	582	1034	111	150	296	1623	450	1210	80	327	344	1029	507	1389	102	223
C3_07290W_A	1343	3197	1529	2397	431	595	2005	3292	1371	3392	365	717	2029	2183	1508	3140	468	581
C3_07300W_A	578	2747	1012	1453	559	1323	1098	1891	1001	1890	717	1542	1297	1113	820	2574	631	1318
C3_07310C_A	11302	10889	15403	8898	6990	3869	16652	11902	10897	10376	4622	5154	21350	14813	11623	10464	7878	3513
C3_07320W_A	1366	2607	1001	1527	323	643	1845	2452	743	2133	221	627	2303	1992	1233	1152	316	601
C3_07330W_A	85	150	324	115	77	48	92	193	285	160	66	91	110	214	218	174	75	47
C3_07340W_A	41	141	92	46	97	100	94	69	73	85	90	128	78	168	58	57	61	120
C3_07350W_A	878	956	801	754	469	362	1172	1115	742	828	464	555	837	647	808	851	443	408
C3_07360W_A	424	779	309	199	313	191	533	1065	256	272	326	351	592	900	301	186	388	298
C3_07370W_A	608	1119	1455	2082	454	326	951	957	1273	2603	305	473	619	587	1601	3203	288	330
C3_07380W_A	669	727	349	187	300	201	842	1091	365	275	373	371	732	563	420	243	369	254
C3_07390C_A	1292	2819	1106	1500	366	786	1811	2809	1211	1786	516	892	1645	1960	1123	2114	298	754
C3_07400W_A	546	2004	692	1066	298	712	872	1493	689	1525	360	843	1036	1150	670	1547	276	656
C3_07410C_A	13079	28023	3061	4450	2784	5707	18493	26861	2443	7319	2942	5596	19678	18686	4100	5637	3465	6355
C3_07420W_A	3006	6529	2003	3097	1183	2051	4546	5569	2080	3658	1386	2440	4142	4085	1785	3728	1168	2300
C3_07430W_A	409	792	623	2040	61	378	508	1093	552	1908	126	391	569	685	617	1560	55	362
C3_07440W_A	15651	28584	8221	4983	12380	18954	19948	26078	6913	6552	13393	28822	20333	31401	6974	6751	14162	22081
C3_07450C_A	162	257	137	68	77	46	253	232	100	94	58	62	230	198	128	67	68	52
C3_07460W_A	906	1829	2386	1883	567	399	1956	956	1690	1965	376	644	989	795	1867	1652	540	319
C3_07470W_A	33	62	641	220	454	295	60	53	397	418	366	321	95	91	653	393	370	280
C3_07480W_A	726	1840	781	702	391	615	1253	1350	690	878	428	801	957	1071	715	908	393	626
C3_07490W_A	1745	2241	1726	949	845	895	1711	2255	1328	1420	641	1251	2108	2518	1394	1181	863	802
C3_07500W_A	2977	5092	2682	3712	1012	1125	4525	4156	2294	4756	974	1481	3191	2777	2279	4025	1032	1117
C3_07540C_A	439	1271	929	535	274	243	1014	646	904	615	382	369	344	401	642	711	301	348
C3_07550C_A	648	2043	943	1309	201	604	956	1711	818	1915	213	565	1128	1161	895	2044	227	418
C3_07560W_A	3959	3041	4406	7013	1249	1302	6155	3378	3171	10875	754	1300	5200	2573	5610	9036	1405	1050
C3_07570C_A	76	149	266	245	89	181	111	179	231	324	74	162	234	240	214	338	88	146
C3_07580W_A	611	1149	701	603	695	866	592	1340	730	834	973	983	1562	1452	822	862	745	978
C3_07590W_A	160	214	36	112	26	41	164	264	44	141	39	72	261	246	57	135	44	70
C3_07600W_A	555	2051	646	875	358	811	908	1461	600	1077	407	859	1065	1160	521	1404	336	730
C3_07610W_A	2012	2929	1166	821	892	755	2650	2575	765	1220	664	1089	2493	2215	1165	855	942	771
C3_07620C_A	349	1075	477	502	225	306	543	827	437	660	210	385	591	593	490	667	241	251
C3_07630C_A	1621	1708	834	1024	505	525	1482	1964	643	1305	365	645	1269	1116	804	1140	469	428
C3_07640C_A	2992	8502	12199	8659	5642	1776	4740	6622	8626	10298	3666	2008	4584	6026	10678	9401	4306	1163
C3_07650C_A	449	1230	556	652	219	371	625	910	532	880	199	410	766	775	481	846	185	291
C3_07660W_A	549	1467	761	565	336	375	990	1000	568	792	273	430	879	879	685	641	406	304
C3_07670W_A	238	597	345	440	155	160	323	519	321	761	156	431	411	415	350	1339	173	351
C3_07680W_A	1182	2312	1289	1130	684	761	1923	1740	927	1411	499	1011	1432	1620	1145	1072	712	800
C3_07690C_A	610	1490	443	483	271	495	925	1217	423	599	330	639	856	957	412	785	301	560
C3_07700W_A	1723	4267	890	1072	857	1379	2563	3783	797	1353	974	1723	2619	2642	839	1407	867	1270
C3_07710W_A	1056	2005	1260	1756	427	569	1401	1996	902	2077	310	664	1358	1362	1155	1774	455	428
C3_07720C_A	0	0	0	4	0	0	0	1	2	3	0	0	0	0	0	1	0	0
C3_07730W_A	567	1149	1057	3181	146	259	1093	1709	722	4943	102	356	791	715	1074	3428	166	370
C3_07740W_A	2033	3357	1498	1760	888	931	3069	2788	1077	2088	695	1176	2291	2127	1614	1983	949	901
C3_07750W_A	2106	8330	2125	3891	1285	3142	3591	5953	1839	5491	1401	3113	3813	3835	1849	5760	1291	2290
C3_07760C_A	230	139	293	126	73	37	182	169	243	181	72	41	362	192	250	160	82	40
C3_07770C_A	959	1127	593	550	393	322	1145	888	508	577	345	475	702	470	457	618	373	275
C3_07780C_A	2032	4491	1100	572	1069	1313	3301	3310	769	1047	730	1410	2924	3107	1119	756	1072	1149
C3_07790W_A	701	1005	1207	2193	279	280	932	1413	966	2275	231	345	1101	1135	1046	2560	274	227
C3_07800C_A	263	1162	499	780	210	428	516	575	502	972	265	471	527	497	500	1054	212	430
C3_07810C_A	29399	20214	2692	1104	5102	4805	31063	29592	1566	1507	3385	6159	24017	14054	1453	1736	4565	3547
C3_07820W_A	3393	2859	335	424	558	558	3560	4666	361	473	613	804	3374	2495	327	528	522	554
C3_07830W_A	49	16	288	195	30	20	29	58	176	212	22	24	56	46	188	216	27	20
C3_07840C_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_07850W_A	1084	1448	674	775	384	398	1293	1598	468	942	214	497	1242	1233	514	707	396	218
C3_07860C_A	289	859	448	417	140	160	516	729	236	594	89	194	552	527	438	422	173	130
C3_07870W_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_07880C_A	368	640	96	48	137	112	524	511	71	56	97	147	403	477	75	70	97	120
C3_07890W_A	447	902	225	154	136	212	652	788	204	174	174	257	465	577	185	214	139	228
C3_07900C_A	339	935	305	291	117	165	566	767	199	490	71	138	532	721	361	463	102	103
C3_07920W_A	663	1316	374	351	185	254	936	1022	243	476	104	285	913	996	330	422	208	154
C3_07910W_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_07930C_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_07940W_A	1026	1983	906	981	473	557	1320	1679	737	1234	371	627	1063	1292	844	1146	479	450
C3_07950C_A	45222	76789	7089	4106	8142	10946	63849	58025	4918	5022	6510	14208	40363	35713	4394	5828	9293	8742
C3_07970C_A	292	420	226	210	284	429	319	477	169	343	216	482	513	539	262	221	270	376
C3_07980C_A	306	370	240	214	84	103	366	382	180	342	59	122	310	234	279	283	101	65
C4_00010W_A	1198	1982	523	713	845	1017	1606	1378	394	879	324	921	1240	1797	582	646	542	620
C4_00020W_A	3892	7159	1194	949	1377	1530	5795	5818	763	1354	861	1562	5197	5272	969	962	1428	1124
C4_00030C_A	994	1326	859	864	290	258	1093	1484	656	927	213	407	1040	925	631	678	359	156
C4_00040W_A	3383	9733	3704	6891	1658	1842	5901	7277	2339	9016	818	1833	5646	6103	3608	7101	1871	1212
C4_00050W_A	498	745	1304	1071	647	210	609	986	1085	1113	464	423	580	705	1486	1162	674	252
C4_00060W_A	342	854	67	168	138	173	441	811	37	222	97	215	533	852	98	171	117	128
C4_00070C_A	3584	4497	3052	3849	1352	1275	3938	5222	1915	4377	625	1435	3813	3444	2282	3090	1622	655
C4_00080C_A	174	322	1231	1010	145	72	356	105	838	1396	97	107	67	95	1129	1638	155	39
C4_00090W_A	514	729	1074	1162	272	274	708	993	770	1537	142	294	1167	837	761	1412	314	207
C4_00100C_A	440	595	712	1025	183	213	548	796	478	1198	111	226	989	695	575	1099	225	156
C4_00110C_A	4231	10043	16849	30230	2504	1317	7213	7049	15015	35664	1753	2598	4790	3802	19061	41188	2734	1353
C4_00120W_A	4453	13358	26328	37291	5420	2724	7966	7116	22030	43555	3553	6153	5126	5445	27637	43823	5109	2988
C4_00130W_A	31784	95742	177525	124850	43681	21702	68605	38577	133215	158959	30109	47004	46672	37509	169957	175849	47465	24408
C4_00140C_A	12506	19520	1941	1607	1510	3499	14964	27023	1353	2285	1066	3416	12764	14341	1789	1691	1632	3027
C4_00150C_A	1686	1828	2466	5809	620	380	1849	3617	1791	5565	564	659	1838	1961	2108	5846	866	423
C4_00160C_A	23725	32437	24344	11776	1752	1886	28138	42459	12429	17203	922	1664	27357	25603	26375	16447	1418	1040
C4_00170W_A	5447	5160	2593	2696	1782	1491	6924	6206	2594	2644	1419	2048	5050	4080	2763	2644	1483	1485
C4_00180W_A	644	1098	638	749	252	205	924	1085	370	981	173	238	823	632	668	642	236	184
C4_00190W_A	130	263	83	110	38	36	216	236	70	138	22	34	139	176	119	95	30	28
C4_00200C_A	378	704	1396	722	3898	1762	813	341	940	935	6751	2924	1204	1190	1032	963	6912	3059
C4_00210W_A	89	232	159	46	112	139	152	92	166	84	91	180	77	120	123	85	105	114
C4_00220C_A	6731	10191	2019	1677	2184	2724	9255	9801	1620	2058	2249	3779	7979	7400	1763	1871	2506	3285
C4_00230W_A	992	1916	278	273	427	480	1379	1626	264	321	496	636	1336	1276	268	262	396	576
C4_00240C_A	466	936	541	351	94	80	772	847	297	419	62	95	709	689	485	426	84	81
C4_00250W_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4_00260W_A	1598	2178	1990	3165	398	418	1711	2804	1452	3839	339	535	1922	1898	2402	3085	459	427
C4_00270W_A	44048	99214	20931	16441	21781	18929	60013	81417	14424	24315	16104	20264	58789	70199	21447	19947	22255	16003
C4_00280W_A	4514	4534	1316	817	1326	1486	5764	4498	1189	913	1491	2098	4142	2696	1210	1120	1455	1510
C4_00290C_A	36	49	15	12	19	14	56	33	14	20	27	23	39	28	15	17	19	17
C4_00300C_A	1065	2304	1071	1961	421	580	1871	1435	738	2735	202	544	1369	1526	1291	1927	446	454
C4_00310C_A	2480	5250	1333	1585	961	1079	4070	3724	1222	1836	979	1523	2819	2634	1214	1800	1033	1220
C4_00320C_A	325	288	376	166	168	182	307	557	379	253	238	232	512	371	409	212	193	178
C4_00330C_A	3943	7833	2465	2266	890	2106	5033	8084	2527	2762	1561	1976	4921	5695	2723	3100	755	2111
C4_00340W_A	2142	3613	1507	1608	852	1166	2483	3667	1246	2011	723	1397	2164	2621	1380	1693	827	1039
C4_00350W_A	402	360	471	242	215	191	429	505	366	299	155	246	382	346	490	288	220	146
C4_00360C_A	154	231	339	366	122	94	307	193	286	516	67	127	246	221	310	494	79	100
C4_00370W_A	94	118	1034	695	378	477	246	132	948	584	315	671	124	242	697	819	338	510
C4_00380W_A	1173	2441	458	360	559	616	1766	1711	326	537	560	753	1411	1542	507	405	555	615
C4_00390W_A	1453	3088	867	361	872	789	2237	2109	773	399	804	1050	1636	1669	557	534	975	711
C4_00400W_A	1328	2146	2343	2936	608	647	1967	1967	1881	3663	460	784	1876	1873	2001	3025	538	668
C4_00410W_A	868	1255	1075	725	568	513	1394	1101	773	873	574	558	1120	892	1011	816	578	489
C4_00420C_A	2125	4847	1876	1459	813	735	3285	5015	1242	2042	442	889	3278	4338	1872	1501	799	697
C4_00430W_A	320	694	645	514	151	149	548	619	407	678	78	156	573	594	544	487	159	123
C4_00440C_A	59	101	144	72	62	44	103	105	102	138	54	48	103	80	170	75	60	37
C4_00450C_A	132	209	33	89	157	1051	140	266	41	74	177	2184	206	263	40	63	250	1456
C4_00460C_A	1151	3076	1466	2555	467	736	1948	1850	1071	3854	319	773	1428	1576	1503	3325	468	542
C4_00470C_A	955	1952	916	1290	392	553	1416	1537	682	1531	282	680	1079	1194	713	1303	443	467
C4_00480W_A	175	725	279	222	99	237	322	451	179	471	81	240	365	435	325	375	114	160
C4_00490W_A	93	313	119	191	42	148	136	176	103	326	64	142	186	190	136	279	54	108
C4_00500W_A	855	922	669	541	359	274	1050	1431	509	593	264	484	931	836	622	497	392	357
C4_00510C_A	775	4550	1048	1845	545	1440	1595	2691	959	2697	707	1525	1591	1765	930	3107	606	1338
C4_00520W_A	1013	3202	1113	1581	370	786	1432	2540	1083	1904	402	826	1442	1797	903	2249	276	692
C4_00530C_A	10	5	4	4	7	14	7	6	9	5	33	32	4	6	6	3	28	33
C4_00540C_A	2129	5962	2534	3561	1095	2276	3506	3946	2018	4663	936	2476	2757	2916	2395	4105	1166	1956
C4_00560C_A	340	505	616	316	144	226	374	715	548	412	159	301	592	539	484	400	152	218
C4_00570C_A	1585	1855	1288	738	699	819	1897	2015	1148	1025	729	1196	1588	1533	1062	954	784	761
C4_00580W_A	223	293	274	183	119	159	270	420	214	229	95	222	293	338	218	233	118	163
C4_00590C_A	1391	2805	961	884	856	754	2024	3053	685	1161	528	989	2308	2319	934	903	955	780
C4_00600C_A	958	1354	1166	1855	430	424	1205	1598	741	2521	221	477	1340	1334	1248	1636	549	314
C4_00610W_A	373	595	470	636	170	183	508	514	407	735	161	227	464	401	450	605	169	191
C4_00620C_A	1676	1209	359	171	436	385	1604	1765	371	209	506	548	1065	676	385	253	393	432
C4_00630C_A	1740	1569	543	590	493	548	1837	1768	531	647	643	777	1420	918	572	670	487	644
C4_00640W_A	1	3	2	2	1	0	3	8	0	3	0	2	3	0	2	4	1	2
C4_00650W_A	2231	2923	373	270	448	891	2442	5101	332	373	477	1019	2421	2488	320	284	449	878
C4_00660W_A	1983	5164	1731	2150	594	1255	2604	4776	1856	2412	659	1374	2452	3411	1511	2870	490	1124
C4_00670W_A	248	957	677	1248	193	284	491	587	459	1906	128	265	491	637	854	1607	171	222
C4_00680W_A	602	992	617	1420	241	161	855	1184	449	1655	212	237	773	753	688	1428	320	193
C4_00690C_A	85	343	134	207	67	143	174	220	105	362	60	163	216	210	131	296	64	112
C4_00700C_A	543	747	564	490	199	250	676	1263	504	530	193	341	655	609	470	525	211	334
C4_00710W_A	689	948	618	297	366	326	894	1189	558	302	488	415	669	730	463	326	356	317
C4_00720W_A	130	466	1275	1159	109	63	231	265	1219	1525	97	121	107	133	1133	1231	155	57
C4_00730C_A	77	290	63	20	40	32	156	130	32	20	26	40	57	84	36	21	43	32
C4_00740W_A	217	550	380	255	99	181	291	495	352	287	112	211	278	334	252	361	115	180
C4_00750C_A	126	511	184	292	52	154	183	764	141	252	92	210	201	412	110	258	77	217
C4_00760W_A	736	1892	2023	3391	138	214	831	3341	1385	5190	112	319	1148	1798	2185	4212	252	280
C4_00770C_A	1648	3173	1918	1654	1257	1083	2250	3147	1730	2004	1333	1528	2398	2345	2017	2262	1253	1161
C4_00780C_A	1605	2195	1383	1150	724	730	2028	2605	915	1616	570	974	1990	1767	1213	1157	801	710
C4_00790C_A	374	1042	396	130	158	86	790	508	313	224	130	134	303	265	325	174	182	108
C4_00800W_A	490	1352	458	336	191	162	1000	793	445	377	227	219	459	438	300	407	192	148
C4_00810C_A	374	1456	467	708	100	389	555	882	371	1046	110	356	603	780	348	952	96	257
C4_00820W_A	785	1881	636	703	266	513	1053	1678	550	914	219	470	911	1028	550	896	174	329
C4_00830W_A	362	418	351	145	121	92	421	415	277	236	111	147	562	473	348	205	108	109
C4_00840W_A	754	1133	1185	1398	434	295	1076	1160	826	1728	369	450	876	729	955	1666	627	288
C4_00850C_A	21	24	18	5	13	12	27	10	9	18	3	14	19	25	12	9	13	17
C4_00860C_A	327	572	485	653	189	92	591	596	438	653	248	140	444	316	475	540	239	114
C4_00880W_A	969	2907	992	1048	423	810	1568	2124	930	1156	467	837	1255	1532	836	1289	386	722
C4_00890W_A	11203	19912	2496	2723	2548	4131	14712	23608	1737	3669	1771	4919	12140	14440	2347	2465	3145	4102
C4_00910C_A	205	707	327	196	69	120	456	404	207	283	47	128	134	314	264	188	69	108
C4_00920C_A	82	285	132	76	27	47	166	147	73	113	13	46	61	122	113	75	23	28
C4_00940W_A	147	357	167	204	76	145	232	238	157	255	57	161	194	235	129	253	70	92
C4_00950C_A	260	264	812	1293	130	99	220	518	487	1633	83	143	334	353	746	1350	153	108
C4_00960W_A	478	794	1035	2978	70	112	523	842	867	3961	106	299	330	305	1180	3672	119	174
C4_00970C_A	1977	7685	681	720	1044	2245	3588	6237	519	1273	998	2665	4379	4194	968	702	1636	3027
C4_00980C_A	10	17	7	8	3	4	8	8	4	14	0	4	17	11	6	13	2	6
C4_00990W_A	13	8	6	5	2	7	10	7	2	8	4	2	84	12	1	3	6	2
C4_01000C_A	19	36	67	45	17	36	46	30	33	85	17	27	43	29	41	82	15	21
C4_01010C_A	1182	6900	21	23	7	73	2010	6350	12	104	9	138	1589	2747	14	17	9	231
C4_01020C_A	2008	3050	774	1085	449	570	2465	3605	596	1709	258	715	2646	2769	874	930	606	603
C4_01030W_A	3	2	2	4	0	1	0	5	0	3	1	7	0	1	3	1	0	6
C4_01050C_A	14392	30506	3962	6375	5270	9381	20369	28542	4194	7571	7746	11884	21382	21684	4117	7671	5489	11851
C4_01060W_A	2118	5064	1461	2166	1001	1353	3684	3425	1010	3047	467	1523	3423	3956	1733	2068	1166	1285
C4_01070W_A	12	25	2	26	0	1	6	121	5	36	3	1	11	47	16	13	1	0
C4_01080W_A	1048	4391	886	1116	766	1590	1860	3059	745	1846	741	1646	2142	2488	1058	1434	898	1550
C4_01090C_A	34	79	156	111	56	61	45	74	130	197	40	78	97	118	138	164	47	56
C4_01100C_A	4293	13207	19	1123	408	1568	7289	16152	11	3098	625	1545	8903	9367	33	1067	474	1341
C4_01120C_A	220	352	272	231	108	133	358	340	210	322	113	155	302	317	245	243	124	125
C4_01130C_A	318	523	370	324	138	192	402	403	326	451	135	211	422	333	326	292	140	190
C4_01140C_A	361	841	320	370	74	128	350	1102	343	290	108	156	460	735	234	325	72	146
C4_01150W_A	491	1136	476	317	184	227	893	497	420	290	159	286	264	375	331	326	215	215
C4_01160W_A	151	237	420	1652	2	62	114	245	885	730	3	11	106	299	424	582	4	23
